ID,tid,confirmed_planet
3485,TIC 280073785,0
3486,TIC 280161519,0
3487,TIC 208297760,1
3488,TIC 280161736,0
3489,TIC 280163565,0
3490,TIC 280163863,0
3491,TIC 284358867,0
3492,TIC 214361331,1
3493,TIC 284360156,0
3494,TIC 216925130,1
3495,TIC 284361033,0
3496,TIC 284361294,0
3497,TIC 284478930,0
3498,TIC 370138999,1
3499,TIC 284359863,0
3500,TIC 394722182,1
3501,TIC 284480690,0
3502,TIC 248250955,1
3503,TIC 284457791,0
3504,TIC 284480426,0
3505,TIC 263748033,1
3506,TIC 284564211,0
3507,TIC 263003176,1
3508,TIC 267093376,1
3509,TIC 285118440,0
3510,TIC 269728501,1
3511,TIC 270341214,1
3512,TIC 274151135,1
3513,TIC 285119947,0
3514,TIC 280095254,1
3515,TIC 286812820,0
3516,TIC 299799658,1
3517,TIC 286814627,0
3518,TIC 300013921,1
3519,TIC 286815825,0
3520,TIC 286830367,0
3521,TIC 286830450,0
3522,TIC 286915859,0
3523,TIC 288419980,0
3524,TIC 288432809,0
3525,TIC 288432864,0
3526,TIC 288434469,0
3527,TIC 288453456,0
3528,TIC 288454223,0
3529,TIC 394657039,1
3530,TIC 288454676,0
3531,TIC 394698182,1
3532,TIC 288487772,0
3533,TIC 468148930,1
3534,TIC 288487800,0
3535,TIC 29430403,1
3536,TIC 288487836,0
3537,TIC 24695044,1
3538,TIC 288488324,0
3539,TIC 52368076,1
3540,TIC 288487950,0
3541,TIC 288488437,0
3542,TIC 139148528,1
3543,TIC 288488402,0
3544,TIC 139877968,1
3545,TIC 288506022,0
3546,TIC 140067837,1
3547,TIC 288512140,0
3548,TIC 288512742,0
3549,TIC 144276942,1
3550,TIC 288513487,0
3551,TIC 144336525,1
3552,TIC 288540048,0
3553,TIC 183979262,1
3554,TIC 298662272,0
3555,TIC 206541859,1
3556,TIC 298662343,0
3557,TIC 298664029,0
3558,TIC 298666243,0
3559,TIC 298730052,0
3560,TIC 233964642,1
3561,TIC 298733254,0
3562,TIC 234489976,1
3563,TIC 298733393,0
3564,TIC 298733784,0
3565,TIC 235037761,1
3566,TIC 298781076,0
3567,TIC 234994474,1
3568,TIC 298781926,0
3569,TIC 298781775,0
3570,TIC 307752275,0
3571,TIC 265612438,1
3572,TIC 307752346,0
3573,TIC 280097543,1
3574,TIC 307760369,0
3575,TIC 280803917,1
3576,TIC 307760095,0
3577,TIC 299798795,1
3578,TIC 307760271,0
3579,TIC 302333151,1
3580,TIC 309591226,0
3581,TIC 302924206,1
3582,TIC 309591402,0
3583,TIC 322307342,1
3584,TIC 309599644,0
3585,TIC 348770361,1
3586,TIC 309599671,0
3587,TIC 350153977,1
3588,TIC 309600372,0
3589,TIC 358070912,1
3590,TIC 309620641,0
3591,TIC 309620344,0
3592,TIC 403135192,1
3593,TIC 309620805,0
3594,TIC 403224672,1
3595,TIC 309620802,0
3596,TIC 309620941,0
3597,TIC 425934411,1
3598,TIC 309620873,0
3599,TIC 426017070,1
3600,TIC 310094019,0
3601,TIC 15863518,1
3602,TIC 310093756,0
3603,TIC 389070884,1
3604,TIC 310094210,0
3605,TIC 310094370,0
3606,TIC 463781038,1
3607,TIC 316331685,0
3608,TIC 316332568,0
3609,TIC 239154970,1
3610,TIC 316332502,0
3611,TIC 257241363,1
3612,TIC 316385404,0
3613,TIC 302381397,1
3614,TIC 316386307,0
3615,TIC 316385420,0
3616,TIC 441580526,1
3617,TIC 316413450,0
3618,TIC 456260074,1
3619,TIC 316417549,0
3620,TIC 320335895,0
3621,TIC 52059926,1
3622,TIC 320351003,0
3623,TIC 231071138,1
3624,TIC 320350857,0
3625,TIC 240849748,1
3626,TIC 321451864,0
3627,TIC 259863352,1
3628,TIC 321453404,0
3629,TIC 316769613,1
3630,TIC 321454066,0
3631,TIC 434110695,1
3632,TIC 328979548,0
3633,TIC 33911302,1
3634,TIC 328979570,0
3635,TIC 328980106,0
3636,TIC 328980299,0
3637,TIC 382521776,1
3638,TIC 328997111,0
3639,TIC 2760219,1
3640,TIC 328997191,0
3641,TIC 2760710,1
3642,TIC 330798224,0
3643,TIC 9725627,1
3644,TIC 330798599,0
3645,TIC 12423815,1
3646,TIC 330800336,0
3647,TIC 12421862,1
3648,TIC 330800275,0
3649,TIC 13023378,1
3650,TIC 330800651,0
3651,TIC 27966179,1
3652,TIC 330800796,0
3653,TIC 332229724,0
3654,TIC 332229735,0
3655,TIC 332251907,0
3656,TIC 51912829,1
3657,TIC 333804746,0
3658,TIC 63698669,1
3659,TIC 333868645,0
3660,TIC 66413476,1
3661,TIC 337298757,0
3662,TIC 66356824,1
3663,TIC 337299081,0
3664,TIC 66497310,1
3665,TIC 349915897,0
3666,TIC 70785910,1
3667,TIC 347575201,0
3668,TIC 70797900,1
3669,TIC 349916865,0
3670,TIC 76923707,1
3671,TIC 347575428,0
3672,TIC 77031414,1
3673,TIC 349917500,0
3674,TIC 100100827,1
3675,TIC 349978745,0
3676,TIC 101948569,1
3677,TIC 349977461,0
3678,TIC 116156517,1
3679,TIC 350436064,0
3680,TIC 118327533,1
3681,TIC 350816446,0
3682,TIC 120610833,1
3683,TIC 350817693,0
3684,TIC 139357541,1
3685,TIC 352239584,0
3686,TIC 149010208,1
3687,TIC 352979549,0
3688,TIC 149990841,1
3689,TIC 353736241,0
3690,TIC 154618248,1
3691,TIC 353736449,0
3692,TIC 158623531,1
3693,TIC 160148385,1
3694,TIC 353777842,0
3695,TIC 160222069,1
3696,TIC 353778985,0
3697,TIC 166739520,1
3698,TIC 353779940,0
3699,TIC 166836920,1
3700,TIC 353782112,0
3701,TIC 169765334,1
3702,TIC 356703096,0
3703,TIC 175477257,1
3704,TIC 356709558,0
3705,TIC 179985715,1
3706,TIC 356710254,0
3707,TIC 183532609,1
3708,TIC 356710326,0
3709,TIC 183537452,1
3710,TIC 198207255,0
3711,TIC 183675732,1
3712,TIC 198207398,0
3713,TIC 183985250,1
3714,TIC 198207654,0
3715,TIC 197807778,1
3716,TIC 198207845,0
3717,TIC 198208146,0
3718,TIC 199731190,1
3719,TIC 198209677,0
3720,TIC 201248411,1
3721,TIC 198210167,0
3722,TIC 201793781,1
3723,TIC 198210258,0
3724,TIC 204317710,1
3725,TIC 198210511,0
3726,TIC 204376737,1
3727,TIC 198210512,0
3728,TIC 206361691,1
3729,TIC 198211211,0
3730,TIC 206609630,1
3731,TIC 198211364,0
3732,TIC 207084429,1
3733,TIC 198211716,0
3734,TIC 207238953,1
3735,TIC 198213142,0
3736,TIC 211438925,1
3737,TIC 198213397,0
3738,TIC 220016044,1
3739,TIC 198213399,0
3740,TIC 224225541,1
3741,TIC 198213734,0
3742,TIC 224245334,1
3743,TIC 198235995,0
3744,TIC 228381868,1
3745,TIC 198236067,0
3746,TIC 198236520,0
3747,TIC 231912935,1
3748,TIC 198236604,0
3749,TIC 234330672,1
3750,TIC 198238482,0
3751,TIC 234345288,1
3752,TIC 198238742,0
3753,TIC 234523599,1
3754,TIC 198238736,0
3755,TIC 237885040,1
3756,TIC 198240200,0
3757,TIC 198239605,0
3758,TIC 262530407,1
3759,TIC 198240449,0
3760,TIC 198240464,0
3761,TIC 198241747,0
3762,TIC 262530780,1
3763,TIC 198242662,0
3764,TIC 198242745,0
3765,TIC 277099925,1
3766,TIC 198278424,0
3767,TIC 278775625,1
3768,TIC 198277959,0
3769,TIC 281541555,1
3770,TIC 198278947,0
3771,TIC 198278996,0
3772,TIC 198279370,0
3773,TIC 303586471,1
3774,TIC 198279495,0
3775,TIC 305048116,1
3776,TIC 198279711,0
3777,TIC 305048087,1
3778,TIC 198279946,0
3779,TIC 313889049,1
3780,TIC 198280388,0
3781,TIC 322063810,1
3782,TIC 233154856,0
3783,TIC 326522874,1
3784,TIC 233155421,0
3785,TIC 327952677,1
3786,TIC 233155572,0
3787,TIC 233156189,0
3788,TIC 358248442,1
3789,TIC 233155595,0
3790,TIC 369336146,1
3791,TIC 233157471,0
3792,TIC 382463648,1
3793,TIC 233157939,0
3794,TIC 382474101,1
3795,TIC 159614566,0
3796,TIC 415969908,1
3797,TIC 159614616,0
3798,TIC 159628733,0
3799,TIC 159629349,0
3800,TIC 67444896,1
3801,TIC 159629809,0
3802,TIC 159630080,0
3803,TIC 159630982,0
3804,TIC 1152825,0
3805,TIC 1153194,0
3806,TIC 4631452,0
3807,TIC 2507547,1
3808,TIC 4631640,0
3809,TIC 1950736,1
3810,TIC 4666028,0
3811,TIC 4693969,0
3812,TIC 4694173,0
3813,TIC 357032546,0
3814,TIC 357033020,0
3815,TIC 7020254,1
3816,TIC 357032575,0
3817,TIC 357046693,0
3818,TIC 357097676,0
3819,TIC 357098257,0
3820,TIC 357099156,0
3821,TIC 233158114,0
3822,TIC 233160161,0
3823,TIC 233160374,0
3824,TIC 233160667,0
3825,TIC 233162401,0
3826,TIC 233162406,0
3827,TIC 19025965,1
3828,TIC 233162689,0
3829,TIC 159634470,0
3830,TIC 159634826,0
3831,TIC 159635381,0
3832,TIC 159635956,0
3833,TIC 159635958,0
3834,TIC 159768941,0
3835,TIC 159769293,0
3836,TIC 159783814,0
3837,TIC 159783897,0
3838,TIC 159783997,0
3839,TIC 29054413,1
3840,TIC 159784007,0
3841,TIC 159784292,0
3842,TIC 159784325,0
3843,TIC 159809128,0
3844,TIC 35022727,1
3845,TIC 159811394,0
3846,TIC 277697921,1
3847,TIC 159831595,0
3848,TIC 159839884,0
3849,TIC 159840218,0
3850,TIC 198280919,0
3851,TIC 344926234,1
3852,TIC 198281724,0
3853,TIC 198281853,0
3854,TIC 46631742,1
3855,TIC 198282047,0
3856,TIC 198282435,0
3857,TIC 198282460,0
3858,TIC 233162881,0
3859,TIC 233163055,0
3860,TIC 233163999,0
3861,TIC 58542531,1
3862,TIC 233164000,0
3863,TIC 233165743,0
3864,TIC 59003115,1
3865,TIC 233166012,0
3866,TIC 59128183,1
3867,TIC 233166061,0
3868,TIC 59351345,1
3869,TIC 233167121,0
3870,TIC 233167187,0
3871,TIC 233525703,0
3872,TIC 233526031,0
3873,TIC 233526133,0
3874,TIC 233525790,0
3875,TIC 380671216,1
3876,TIC 233527303,0
3877,TIC 159854146,0
3878,TIC 159854358,0
3879,TIC 159854359,0
3880,TIC 159854855,0
3881,TIC 159871390,0
3882,TIC 159871619,0
3883,TIC 159877673,0
3884,TIC 233528550,0
3885,TIC 233532220,0
3886,TIC 233531814,0
3887,TIC 233532746,0
3888,TIC 233533189,0
3889,TIC 233533303,0
3890,TIC 233535488,0
3891,TIC 233535898,0
3892,TIC 233539061,0
3893,TIC 233537824,0
3894,TIC 198282828,0
3895,TIC 91251292,1
3896,TIC 198283721,0
3897,TIC 198353866,0
3898,TIC 198354123,0
3899,TIC 198354348,0
3900,TIC 198354373,0
3901,TIC 95129101,1
3902,TIC 198355899,0
3903,TIC 198356514,0
3904,TIC 96165095,1
3905,TIC 198356680,0
3906,TIC 198357824,0
3907,TIC 198358449,0
3908,TIC 198361369,0
3909,TIC 198361395,0
3910,TIC 160042321,0
3911,TIC 160042820,0
3912,TIC 160377020,0
3913,TIC 160395571,0
3914,TIC 160418750,0
3915,TIC 116668723,1
3916,TIC 160419128,0
3917,TIC 160419156,0
3918,TIC 198361648,0
3919,TIC 198362148,0
3920,TIC 198362724,0
3921,TIC 144700903,1
3922,TIC 198362741,0
3923,TIC 151284882,1
3924,TIC 198363798,0
3925,TIC 198364155,0
3926,TIC 172033454,1
3927,TIC 198364361,0
3928,TIC 198365332,0
3929,TIC 198365787,0
3930,TIC 234388232,1
3931,TIC 198365827,0
3932,TIC 245793479,1
3933,TIC 198365980,0
3934,TIC 245947683,1
3935,TIC 198366297,0
3936,TIC 246965431,1
3937,TIC 198366508,0
3938,TIC 247873937,1
3939,TIC 198382049,0
3940,TIC 247906954,1
3941,TIC 198382901,0
3942,TIC 198383789,0
3943,TIC 263179590,1
3944,TIC 198384864,0
3945,TIC 198386681,0
3946,TIC 233544056,0
3947,TIC 302419660,1
3948,TIC 233541312,0
3949,TIC 233542652,0
3950,TIC 233542195,0
3951,TIC 233544192,0
3952,TIC 306263608,1
3953,TIC 233544259,0
3954,TIC 233544878,0
3955,TIC 233568014,0
3956,TIC 233568189,0
3957,TIC 233570206,0
3958,TIC 233570240,0
3959,TIC 233570423,0
3960,TIC 233571327,0
3961,TIC 233574434,0
3962,TIC 233575440,0
3963,TIC 345450130,1
3964,TIC 233577023,0
3965,TIC 233603709,0
3966,TIC 349582831,1
3967,TIC 233604931,0
3968,TIC 233604949,0
3969,TIC 353893493,1
3970,TIC 160987435,0
3971,TIC 366410512,1
3972,TIC 161000368,0
3973,TIC 366484980,1
3974,TIC 161001312,0
3975,TIC 161002029,0
3976,TIC 198386704,0
3977,TIC 371210825,1
3978,TIC 198386781,0
3979,TIC 386197662,1
3980,TIC 198387015,0
3981,TIC 387275908,1
3982,TIC 198387091,0
3983,TIC 387342052,1
3984,TIC 198387206,0
3985,TIC 198387576,0
3986,TIC 387544178,1
3987,TIC 198387602,0
3988,TIC 233609495,0
3989,TIC 399967279,1
3990,TIC 233609595,0
3991,TIC 403693875,1
3992,TIC 233611282,0
3993,TIC 407966340,1
3994,TIC 233611445,0
3995,TIC 198388094,0
3996,TIC 198388218,0
3997,TIC 415399713,1
3998,TIC 198388252,0
3999,TIC 198388382,0
4000,TIC 420049884,1
4001,TIC 198388593,0
4002,TIC 434260570,1
4003,TIC 198389760,0
4004,TIC 435339847,1
4005,TIC 161003910,0
4006,TIC 4165850,1
4007,TIC 161003628,0
4008,TIC 161004033,0
4009,TIC 161004188,0
4010,TIC 161005122,0
4011,TIC 198390460,0
4012,TIC 198390699,0
4013,TIC 198390707,0
4014,TIC 198390801,0
4015,TIC 27649847,1
4016,TIC 198390828,0
4017,TIC 233616461,0
4018,TIC 233618286,0
4019,TIC 233624968,0
4020,TIC 233624874,0
4021,TIC 53189332,1
4022,TIC 233688805,0
4023,TIC 233688760,0
4024,TIC 233689607,0
4025,TIC 88114177,1
4026,TIC 233690388,0
4027,TIC 91987762,1
4028,TIC 233690618,0
4029,TIC 233691740,0
4030,TIC 95660472,1
4031,TIC 233690705,0
4032,TIC 117275513,1
4033,TIC 233691875,0
4034,TIC 130181866,1
4035,TIC 233692091,0
4036,TIC 233692125,0
4037,TIC 233711812,0
4038,TIC 233711735,0
4039,TIC 175317833,1
4040,TIC 233712604,0
4041,TIC 233714939,0
4042,TIC 161024755,0
4043,TIC 186812530,1
4044,TIC 161026231,0
4045,TIC 161026235,0
4046,TIC 207277638,1
4047,TIC 161026633,0
4048,TIC 161026680,0
4049,TIC 239198720,1
4050,TIC 161027094,0
4051,TIC 198390885,0
4052,TIC 262781201,1
4053,TIC 198391767,0
4054,TIC 198394082,0
4055,TIC 281731203,1
4056,TIC 198393987,0
4057,TIC 198407490,0
4058,TIC 198407749,0
4059,TIC 198407882,0
4060,TIC 233715368,0
4061,TIC 233717567,0
4062,TIC 233717706,0
4063,TIC 233718999,0
4064,TIC 233719053,0
4065,TIC 332064670,1
4066,TIC 233720219,0
4067,TIC 334482103,1
4068,TIC 233719679,0
4069,TIC 344927749,1
4070,TIC 233721859,0
4071,TIC 233721425,0
4072,TIC 233721916,0
4073,TIC 436873727,1
4074,TIC 233722706,0
4075,TIC 233722655,0
4076,TIC 233722148,0
4077,TIC 233722938,0
4078,TIC 438073782,1
4079,TIC 233725157,0
4080,TIC 233725830,0
4081,TIC 440775339,1
4082,TIC 233725674,0
4083,TIC 440849210,1
4084,TIC 233726162,0
4085,TIC 233726446,0
4086,TIC 456910600,1
4087,TIC 233727478,0
4088,TIC 233727013,0
4089,TIC 233727455,0
4090,TIC 468880077,1
4091,TIC 233728020,0
4092,TIC 468889418,1
4093,TIC 233728101,0
4094,TIC 233728302,0
4095,TIC 366443426,1
4096,TIC 233729302,0
4097,TIC 366576758,1
4098,TIC 198407957,0
4099,TIC 366622912,1
4100,TIC 198408416,0
4101,TIC 366631954,1
4102,TIC 198408832,0
4103,TIC 198409372,0
4104,TIC 377064495,1
4105,TIC 198409739,0
4106,TIC 198410955,0
4107,TIC 161027816,0
4108,TIC 388898854,1
4109,TIC 161028381,0
4110,TIC 389040826,1
4111,TIC 161028382,0
4112,TIC 161028707,0
4113,TIC 396932137,1
4114,TIC 161028833,0
4115,TIC 161029196,0
4116,TIC 161029652,0
4117,TIC 440777904,1
4118,TIC 161029702,0
4119,TIC 468981993,1
4120,TIC 161029715,0
4121,TIC 468983280,1
4122,TIC 161029719,0
4123,TIC 161029808,0
4124,TIC 161043560,0
4125,TIC 161045582,0
4126,TIC 161045717,0
4127,TIC 161058462,0
4128,TIC 371864043,1
4129,TIC 161058722,0
4130,TIC 161058709,0
4131,TIC 161059230,0
4132,TIC 161059082,0
4133,TIC 161685680,0
4134,TIC 161685732,0
4135,TIC 161685984,0
4136,TIC 161686976,0
4137,TIC 161687266,0
4138,TIC 161687316,0
4139,TIC 161687558,0
4140,TIC 233730505,0
4141,TIC 233731070,0
4142,TIC 233731818,0
4143,TIC 233732298,0
4144,TIC 233729964,0
4145,TIC 233730340,0
4146,TIC 280096473,1
4147,TIC 233733207,0
4148,TIC 198412165,0
4149,TIC 198412265,0
4150,TIC 97714451,1
4151,TIC 198412270,0
4152,TIC 198413262,0
4153,TIC 14614418,1
4154,TIC 198412919,0
4155,TIC 198413800,0
4156,TIC 20318757,1
4157,TIC 198415364,0
4158,TIC 20375215,1
4159,TIC 233733739,0
4160,TIC 233734641,0
4161,TIC 233734984,0
4162,TIC 437984134,1
4163,TIC 233735382,0
4164,TIC 438170612,1
4165,TIC 233736455,0
4166,TIC 438412198,1
4167,TIC 233735439,0
4168,TIC 23434737,1
4169,TIC 198415544,0
4170,TIC 198415716,0
4171,TIC 198415849,0
4172,TIC 198416190,0
4173,TIC 198416255,0
4174,TIC 198416501,0
4175,TIC 198418522,0
4176,TIC 198418527,0
4177,TIC 198418762,0
4178,TIC 229285649,1
4179,TIC 198419170,0
4180,TIC 198419445,0
4181,TIC 198419972,0
4182,TIC 161687589,0
4183,TIC 161721085,0
4184,TIC 161721433,0
4185,TIC 161721671,0
4186,TIC 161721861,0
4187,TIC 161722979,0
4188,TIC 161723881,0
4189,TIC 161724619,0
4190,TIC 161725464,0
4191,TIC 161725589,0
4192,TIC 161726193,0
4193,TIC 161726535,0
4194,TIC 34297761,1
4195,TIC 161726998,0
4196,TIC 161727677,0
4197,TIC 161728069,0
4198,TIC 86396382,1
4199,TIC 161728275,0
4200,TIC 161728626,0
4201,TIC 161728892,0
4202,TIC 161729154,0
4203,TIC 161728911,0
4204,TIC 22007666,0
4205,TIC 22007699,0
4206,TIC 53735810,1
4207,TIC 22009212,0
4208,TIC 71341774,1
4209,TIC 22016873,0
4210,TIC 22016974,0
4211,TIC 22018606,0
4212,TIC 22706612,0
4213,TIC 198420098,0
4214,TIC 198456017,0
4215,TIC 198456138,0
4216,TIC 92013169,1
4217,TIC 198456386,0
4218,TIC 97568467,1
4219,TIC 198457222,0
4220,TIC 198459239,0
4221,TIC 155093420,1
4222,TIC 198459363,0
4223,TIC 198459916,0
4224,TIC 200593988,1
4225,TIC 198479347,0
4226,TIC 198479623,0
4227,TIC 198479798,0
4228,TIC 198558258,0
4229,TIC 198558275,0
4230,TIC 161729363,0
4231,TIC 80682484,1
4232,TIC 161729372,0
4233,TIC 161730328,0
4234,TIC 422914082,1
4235,TIC 161731268,0
4236,TIC 101955023,1
4237,TIC 161744457,0
4238,TIC 102195674,1
4239,TIC 161744580,0
4240,TIC 107017977,1
4241,TIC 233736376,0
4242,TIC 107018378,1
4243,TIC 233739525,0
4244,TIC 233738458,0
4245,TIC 233740173,0
4246,TIC 233741197,0
4247,TIC 233741643,0
4248,TIC 353367071,1
4249,TIC 22706676,0
4250,TIC 353475866,1
4251,TIC 22707383,0
4252,TIC 367434266,1
4253,TIC 22712804,0
4254,TIC 387690507,1
4255,TIC 22715883,0
4256,TIC 22740823,0
4257,TIC 22741629,0
4258,TIC 22741870,0
4259,TIC 37749396,1
4260,TIC 22741965,0
4261,TIC 22743250,0
4262,TIC 244161191,1
4263,TIC 22745710,0
4264,TIC 22745922,0
4265,TIC 257562160,1
4266,TIC 22790660,0
4267,TIC 199521808,0
4268,TIC 199522486,0
4269,TIC 199522744,0
4270,TIC 199522955,0
4271,TIC 422655579,1
4272,TIC 199523247,0
4273,TIC 199524743,0
4274,TIC 199524848,0
4275,TIC 283605976,1
4276,TIC 199524870,0
4277,TIC 199524942,0
4278,TIC 371470493,1
4279,TIC 199525756,0
4280,TIC 199526445,0
4281,TIC 199547911,0
4282,TIC 199547978,0
4283,TIC 8988289,1
4284,TIC 199548916,0
4285,TIC 9030119,1
4286,TIC 199549116,0
4287,TIC 49735922,1
4288,TIC 199549199,0
4289,TIC 58824746,1
4290,TIC 199550243,0
4291,TIC 199571501,0
4292,TIC 142378043,1
4293,TIC 199571528,0
4294,TIC 161744760,0
4295,TIC 161744828,0
4296,TIC 144124187,1
4297,TIC 161745797,0
4298,TIC 146172354,1
4299,TIC 161746764,0
4300,TIC 146589986,1
4301,TIC 161747118,0
4302,TIC 146846569,1
4303,TIC 161819618,0
4304,TIC 248387177,1
4305,TIC 161819643,0
4306,TIC 233744112,0
4307,TIC 147660886,1
4308,TIC 233745314,0
4309,TIC 258796169,1
4310,TIC 233745172,0
4311,TIC 233745092,0
4312,TIC 270355392,1
4313,TIC 302201081,1
4314,TIC 233747343,0
4315,TIC 233746109,0
4316,TIC 318836983,1
4317,TIC 161820187,0
4318,TIC 161820987,0
4319,TIC 161821165,0
4320,TIC 398912927,1
4321,TIC 161821382,0
4322,TIC 161821669,0
4323,TIC 161822341,0
4324,TIC 416739490,1
4325,TIC 161822933,0
4326,TIC 151681127,1
4327,TIC 151920165,1
4328,TIC 22791093,0
4329,TIC 22791140,0
4330,TIC 22817162,0
4331,TIC 22817261,0
4332,TIC 152563846,1
4333,TIC 22820027,0
4334,TIC 162362398,1
4335,TIC 199571931,0
4336,TIC 199572211,0
4337,TIC 199572348,0
4338,TIC 181804752,1
4339,TIC 199572752,0
4340,TIC 199572361,0
4341,TIC 9727392,1
4342,TIC 199573123,0
4343,TIC 199573526,0
4344,TIC 199573608,0
4345,TIC 21132157,1
4346,TIC 199573979,0
4347,TIC 199574028,0
4348,TIC 199574211,0
4349,TIC 199574273,0
4350,TIC 219189765,1
4351,TIC 219187649,1
4352,TIC 199607751,0
4353,TIC 219701535,1
4354,TIC 235676019,0
4355,TIC 235674456,0
4356,TIC 28961316,1
4357,TIC 235675676,0
4358,TIC 235678638,0
4359,TIC 37718056,1
4360,TIC 235677651,0
4361,TIC 47094691,1
4362,TIC 235679672,0
4363,TIC 161824233,0
4364,TIC 58825110,1
4365,TIC 161824493,0
4366,TIC 165462584,0
4367,TIC 165464120,0
4368,TIC 165465099,0
4369,TIC 165465552,0
4370,TIC 165468112,0
4371,TIC 165468880,0
4372,TIC 235680293,0
4373,TIC 235680176,0
4374,TIC 235680190,0
4375,TIC 402319411,1
4376,TIC 235680881,0
4377,TIC 414922696,1
4378,TIC 235682613,0
4379,TIC 420051632,1
4380,TIC 22820224,0
4381,TIC 422653398,1
4382,TIC 22847803,0
4383,TIC 43133412,0
4384,TIC 43133877,0
4385,TIC 43134657,0
4386,TIC 43135266,0
4387,TIC 235683570,0
4388,TIC 467783290,1
4389,TIC 286763141,1
4390,TIC 235684230,0
4391,TIC 235684292,0
4392,TIC 235686170,0
4393,TIC 235685793,0
4394,TIC 199607936,0
4395,TIC 306996324,1
4396,TIC 199608168,0
4397,TIC 307079330,1
4398,TIC 199608307,0
4399,TIC 199608520,0
4400,TIC 310009611,1
4401,TIC 199608862,0
4402,TIC 199609040,0
4403,TIC 322807675,1
4404,TIC 199610180,0
4405,TIC 333736132,1
4406,TIC 199610278,0
4407,TIC 335499997,1
4408,TIC 199610621,0
4409,TIC 335590096,1
4410,TIC 199610976,0
4411,TIC 355800238,1
4412,TIC 165468309,0
4413,TIC 165555988,0
4414,TIC 165596322,0
4415,TIC 165597891,0
4416,TIC 364395234,1
4417,TIC 165598107,0
4418,TIC 165598909,0
4419,TIC 371443216,1
4420,TIC 43135807,0
4421,TIC 374095457,1
4422,TIC 51269322,0
4423,TIC 374158843,1
4424,TIC 51269502,0
4425,TIC 374829238,1
4426,TIC 51269643,0
4427,TIC 51269723,0
4428,TIC 378613125,1
4429,TIC 51270557,0
4430,TIC 53482141,0
4431,TIC 53524551,0
4432,TIC 401125028,1
4433,TIC 53565970,0
4434,TIC 413376180,1
4435,TIC 53566442,0
4436,TIC 428673146,1
4437,TIC 53566790,0
4438,TIC 53567484,0
4439,TIC 429304876,1
4440,TIC 53567595,0
4441,TIC 437242640,1
4442,TIC 235687279,0
4443,TIC 235687447,0
4444,TIC 235686815,0
4445,TIC 444842193,1
4446,TIC 236758289,0
4447,TIC 236758858,0
4448,TIC 447054140,1
4449,TIC 236758438,0
4450,TIC 447061717,1
4451,TIC 199612998,0
4452,TIC 447283466,1
4453,TIC 199613045,0
4454,TIC 199614100,0
4455,TIC 199614501,0
4456,TIC 199614787,0
4457,TIC 457268255,1
4458,TIC 199618143,0
4459,TIC 199631917,0
4460,TIC 199632128,0
4461,TIC 199632300,0
4462,TIC 199632490,0
4463,TIC 469212332,1
4464,TIC 199633457,0
4465,TIC 9833284,1
4466,TIC 165598913,0
4467,TIC 165623375,0
4468,TIC 165623923,0
4469,TIC 71431780,1
4470,TIC 165624186,0
4471,TIC 102713734,1
4472,TIC 165624606,0
4473,TIC 115899725,1
4474,TIC 165624500,0
4475,TIC 137420801,1
4476,TIC 165624911,0
4477,TIC 137543637,1
4478,TIC 53567662,0
4479,TIC 53568150,0
4480,TIC 138475192,1
4481,TIC 53568587,0
4482,TIC 138497780,1
4483,TIC 53568593,0
4484,TIC 141488193,1
4485,TIC 53569409,0
4486,TIC 144006874,1
4487,TIC 53569840,0
4488,TIC 149833117,1
4489,TIC 53577670,0
4490,TIC 154814765,1
4491,TIC 236759049,0
4492,TIC 236760292,0
4493,TIC 160162137,1
4494,TIC 236763537,0
4495,TIC 236764858,0
4496,TIC 172110606,1
4497,TIC 236765084,0
4498,TIC 236765333,0
4499,TIC 236765401,0
4500,TIC 199633632,0
4501,TIC 199634258,0
4502,TIC 198458010,1
4503,TIC 199634926,0
4504,TIC 199635160,0
4505,TIC 264052454,1
4506,TIC 199658044,0
4507,TIC 274472658,1
4508,TIC 199658257,0
4509,TIC 279922257,1
4510,TIC 199660910,0
4511,TIC 199661731,0
4512,TIC 199661915,0
4513,TIC 199662263,0
4514,TIC 298070500,1
4515,TIC 199663151,0
4516,TIC 199663359,0
4517,TIC 302773669,1
4518,TIC 199663926,0
4519,TIC 199665230,0
4520,TIC 199666114,0
4521,TIC 311121985,1
4522,TIC 199666369,0
4523,TIC 312221462,1
4524,TIC 199666622,0
4525,TIC 165625900,0
4526,TIC 321250206,1
4527,TIC 165626206,0
4528,TIC 165626749,0
4529,TIC 165627289,0
4530,TIC 165627622,0
4531,TIC 165628387,0
4532,TIC 353586703,1
4533,TIC 165628126,0
4534,TIC 165637625,0
4535,TIC 165628565,0
4536,TIC 366754985,1
4537,TIC 165639381,0
4538,TIC 367366318,1
4539,TIC 165639991,0
4540,TIC 165650434,0
4541,TIC 165650748,0
4542,TIC 395393265,1
4543,TIC 53577690,0
4544,TIC 53578280,0
4545,TIC 400093502,1
4546,TIC 53578643,0
4547,TIC 53579131,0
4548,TIC 428703516,1
4549,TIC 53579206,0
4550,TIC 459189798,1
4551,TIC 53579415,0
4552,TIC 236767786,0
4553,TIC 7583660,1
4554,TIC 236767893,0
4555,TIC 7681574,1
4556,TIC 236767740,0
4557,TIC 21101556,1
4558,TIC 236767930,0
4559,TIC 23059280,1
